Geschlecht,Alter,Kinder,Familienstand,Berufstaetig,Einkaufstag,Einkaufsuhrzeit,Wohnort,Haushaltsnettoeinkommen,Stammkunde,Einkaufssumme,Elektrowerkzeuge,Eisenwaren,Handwerkzeuge,Sanitaermaterial,Schliesstechnik,Fliesen,Farben,Armaturen,Renovierung,Elektromaterial,Baustoffe,Holz,Bodenbelag,Leuchten,Gartengeraete
m,51-60,nein,ledig,nein,Freitag,>17 Uhr,10 - 25 km,<1000,1 bis 5,446,0,0,0,0,0,0,0,0,0,19,384,0,0,0,43
m,18-30,ja,ledig,ja,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,342,0,8,0,0,114,0,0,0,276,0,0,58,0,0,0
m,18-30,ja,ledig,nein,Montag,12-14 Uhr,10 - 25 km,2000-<3200,0,160,0,3,20,0,4,0,34,0,0,0,0,0,0,0,123
w,31-40,ja,ledig,ja,Donnerstag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,117,0,0,0,74,0,78,0,16,109,43,0,0,0,0,0
w,41-50,ja,ledig,nein,Montag,>17 Uhr,< 10 km,1000-<2000,> 5,228,51,0,8,47,38,40,76,58,0,0,0,0,0,0,0
m,>60,ja,ledig,nein,Dienstag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,435,0,14,26,28,27,0,0,0,61,70,267,0,0,87,0
w,18-30,ja,Partnerschaft,ja,Montag,<10 Uhr,< 10 km,>4500,> 5,190,85,0,0,46,0,73,0,441,45,0,0,14,0,0,0
m,51-60,ja,ledig,ja,Montag,>17 Uhr,< 10 km,2000-<3200,> 5,34,0,0,0,0,0,0,0,0,4,34,0,0,0,45,0
w,18-30,ja,ledig,nein,Montag,12-14 Uhr,< 10 km,1000-<2000,1 bis 5,377,0,8,0,22,40,0,0,138,0,0,207,0,0,0,124
w,51-60,nein,ledig,ja,Dienstag,>17 Uhr,> 25 km,3200-<4500,1 bis 5,292,80,0,0,28,37,0,0,0,0,0,0,0,0,0,147
w,18-30,nein,ledig,nein,Dienstag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,194,0,3,0,0,0,0,0,0,153,0,0,6,0,0,0
m,>60,ja,ledig,nein,Donnerstag,14-17 Uhr,< 10 km,2000-<3200,> 5,167,0,5,16,54,40,111,0,162,39,0,0,69,0,0,0
w,18-30,nein,Partnerschaft,nein,Freitag,14-17 Uhr,10 - 25 km,>4500,> 5,167,0,2,2,0,66,0,0,0,0,0,87,45,0,0,0
m,>60,ja,ledig,ja,Dienstag,14-17 Uhr,> 25 km,2000-<3200,1 bis 5,65,0,11,0,54,32,33,0,154,0,0,0,0,0,0,0
w,41-50,nein,Partnerschaft,ja,Mittwoch,14-17 Uhr,10 - 25 km,3200-<4500,> 5,118,0,24,38,0,111,0,0,0,59,61,0,33,0,0,0
m,18-30,nein,ledig,nein,Freitag,12-14 Uhr,< 10 km,2000-<3200,> 5,185,0,0,24,69,0,68,92,0,0,0,0,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Montag,12-14 Uhr,> 25 km,>4500,1 bis 5,157,140,7,50,0,54,0,0,0,0,0,0,0,0,0,0
m,31-40,ja,ledig,ja,Montag,12-14 Uhr,< 10 km,2000-<3200,> 5,262,0,6,22,153,87,162,0,0,0,10,93,0,0,58,0
m,31-40,nein,ledig,nein,Samstag,10-12 Uhr,10 - 25 km,2000-<3200,1 bis 5,341,0,6,30,141,138,189,0,0,106,34,0,0,0,90,0
m,31-40,nein,Partnerschaft,ja,Montag,<10 Uhr,< 10 km,1000-<2000,> 5,88,0,0,0,58,0,62,0,0,0,0,0,0,0,30,0
m,31-40,nein,ledig,ja,Samstag,>17 Uhr,< 10 km,1000-<2000,> 5,357,66,0,0,0,0,0,0,0,0,0,231,60,0,0,0
w,>60,ja,ledig,ja,Donnerstag,10-12 Uhr,10 - 25 km,3200-<4500,1 bis 5,235,0,5,51,40,0,150,0,294,120,38,0,0,81,0,0
m,31-40,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,<1000,> 5,429,0,6,19,21,26,282,0,118,0,0,399,0,0,0,0
w,18-30,nein,ledig,ja,Dienstag,10-12 Uhr,10 - 25 km,1000-<2000,1 bis 5,61,0,18,30,0,99,0,0,0,0,0,43,0,0,0,0
m,51-60,nein,ledig,ja,Samstag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,733,0,4,6,0,111,0,0,0,54,147,270,0,312,68,0
m,31-40,ja,Partnerschaft,ja,Donnerstag,<10 Uhr,< 10 km,2000-<3200,> 5,40,0,18,10,22,39,0,0,106,0,0,0,0,0,0,0
m,31-40,nein,Partnerschaft,ja,Samstag,<10 Uhr,10 - 25 km,1000-<2000,1 bis 5,195,0,0,42,87,0,237,0,32,0,66,0,0,0,93,0
w,18-30,ja,Partnerschaft,ja,Samstag,14-17 Uhr,10 - 25 km,>4500,> 5,180,0,4,34,0,80,0,0,0,106,0,0,70,0,0,0
m,31-40,ja,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,432,132,0,0,0,96,0,0,0,0,204,0,0,0,0,0
m,18-30,nein,ledig,ja,Montag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,176,0,5,14,30,162,180,0,78,0,65,0,0,0,27,0
m,31-40,nein,ledig,ja,Dienstag,<10 Uhr,10 - 25 km,1000-<2000,1 bis 5,358,154,7,10,66,104,134,0,0,0,0,9,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,149,0,0,0,0,0,0,0,0,0,0,101,0,0,48,0
w,18-30,ja,ledig,ja,Samstag,12-14 Uhr,< 10 km,3200-<4500,> 5,733,222,6,16,0,0,0,0,0,70,0,414,0,0,0,0
m,41-50,nein,ledig,ja,Donnerstag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,186,0,8,22,96,57,66,0,0,0,0,0,0,70,0,0
m,18-30,nein,Partnerschaft,nein,Montag,>17 Uhr,< 10 km,1000-<2000,1 bis 5,257,0,0,0,118,0,0,0,0,0,0,139,0,0,0,0
m,41-50,nein,ledig,ja,Montag,>17 Uhr,10 - 25 km,3200-<4500,> 5,550,0,0,0,0,0,0,0,0,0,0,280,0,237,0,33
m,41-50,ja,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,2000-<3200,1 bis 5,156,0,0,0,0,0,0,0,0,183,156,0,0,0,138,0
m,31-40,ja,Partnerschaft,nein,Montag,10-12 Uhr,< 10 km,3200-<4500,1 bis 5,212,0,16,0,168,0,152,0,140,0,0,0,0,0,0,0
w,>60,ja,ledig,ja,Samstag,14-17 Uhr,10 - 25 km,2000-<3200,> 5,285,0,8,0,0,78,0,0,0,300,48,0,0,52,0,0
m,>60,nein,ledig,nein,Donnerstag,<10 Uhr,> 25 km,<1000,> 5,47,0,12,0,0,66,0,0,0,0,0,0,20,0,0,0
m,>60,nein,Partnerschaft,ja,Mittwoch,14-17 Uhr,> 25 km,3200-<4500,> 5,358,207,0,0,0,0,94,0,0,0,12,0,0,0,0,45
w,41-50,nein,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,258,0,0,30,0,0,0,0,0,0,0,228,0,0,0,0
m,31-40,nein,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,2000-<3200,0,186,74,6,36,0,0,0,0,0,90,0,0,16,0,0,0
m,51-60,nein,ledig,ja,Samstag,>17 Uhr,< 10 km,2000-<3200,> 5,281,218,8,0,0,81,0,0,0,55,0,0,0,0,0,0
m,51-60,ja,ledig,ja,Dienstag,14-17 Uhr,< 10 km,3200-<4500,> 5,268,0,0,0,27,0,336,0,140,63,14,65,42,0,147,0
w,>60,nein,Partnerschaft,ja,Samstag,<10 Uhr,< 10 km,<1000,> 5,132,0,5,0,0,63,0,0,0,201,93,0,0,0,0,0
m,51-60,nein,ledig,ja,Samstag,10-12 Uhr,> 25 km,2000-<3200,1 bis 5,396,136,0,0,0,84,0,0,0,0,144,32,0,0,58,0
m,31-40,nein,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,<1000,> 5,26,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
m,18-30,nein,ledig,ja,Samstag,10-12 Uhr,> 25 km,2000-<3200,> 5,355,0,8,7,0,16,0,0,0,55,54,249,44,0,16,0
m,31-40,nein,ledig,nein,Freitag,14-17 Uhr,< 10 km,1000-<2000,> 5,216,135,0,2,27,0,73,0,22,186,52,0,0,0,30,0
w,31-40,nein,ledig,nein,Mittwoch,>17 Uhr,10 - 25 km,<1000,1 bis 5,55,0,3,0,0,16,0,0,0,0,38,0,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,<1000,0,469,0,0,0,128,84,130,73,0,0,0,184,0,0,0,0
m,18-30,nein,ledig,nein,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,1 bis 5,12,0,12,34,0,90,0,0,0,0,0,0,0,0,0,0
w,>60,nein,ledig,ja,Dienstag,14-17 Uhr,10 - 25 km,2000-<3200,> 5,728,0,0,0,48,0,88,0,160,120,180,152,0,0,53,234
w,51-60,ja,Partnerschaft,nein,Samstag,10-12 Uhr,< 10 km,1000-<2000,> 5,421,96,2,26,0,50,0,0,0,0,0,286,0,0,0,0
m,31-40,ja,Partnerschaft,ja,Montag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,158,0,4,19,0,0,0,0,0,88,0,0,66,0,0,0
m,>60,ja,Partnerschaft,nein,Donnerstag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,530,0,0,15,0,0,0,0,236,33,61,218,0,0,13,0
m,>60,ja,ledig,ja,Donnerstag,10-12 Uhr,10 - 25 km,>4500,0,210,0,0,46,42,78,15,0,134,0,0,0,44,0,0,0
m,31-40,nein,Partnerschaft,ja,Freitag,10-12 Uhr,10 - 25 km,<1000,0,60,0,6,45,24,17,0,0,438,38,30,0,0,0,26,0
m,>60,ja,ledig,ja,Freitag,>17 Uhr,10 - 25 km,2000-<3200,> 5,239,0,5,14,24,62,315,120,41,60,0,0,30,0,0,0
m,31-40,nein,ledig,ja,Mittwoch,14-17 Uhr,< 10 km,2000-<3200,1 bis 5,453,0,0,0,30,0,42,0,160,24,114,0,75,0,24,0
m,41-50,nein,ledig,ja,Montag,10-12 Uhr,> 25 km,2000-<3200,> 5,324,0,0,0,0,0,0,0,0,104,93,190,0,0,105,0
m,18-30,ja,Partnerschaft,nein,Samstag,12-14 Uhr,10 - 25 km,1000-<2000,> 5,457,0,3,18,0,8,0,0,0,51,0,369,10,0,0,0
w,51-60,nein,ledig,ja,Dienstag,>17 Uhr,< 10 km,1000-<2000,> 5,102,0,2,0,0,74,0,0,0,0,0,0,90,0,0,0
m,18-30,ja,Partnerschaft,ja,Freitag,12-14 Uhr,10 - 25 km,>4500,> 5,114,0,10,28,0,105,0,0,0,0,0,104,0,0,0,0
m,41-50,nein,ledig,ja,Mittwoch,>17 Uhr,10 - 25 km,<1000,1 bis 5,413,192,5,0,0,114,0,0,0,72,0,104,0,0,40,0
m,31-40,nein,Partnerschaft,ja,Donnerstag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,165,0,14,0,68,81,296,0,246,0,0,83,0,0,0,0
w,31-40,nein,Partnerschaft,nein,Samstag,>17 Uhr,< 10 km,1000-<2000,0,298,0,0,4,48,0,0,0,177,0,0,0,0,0,90,0
w,51-60,nein,Partnerschaft,ja,Montag,>17 Uhr,10 - 25 km,3200-<4500,1 bis 5,635,0,0,21,0,0,218,0,0,204,0,192,0,0,0,0
w,31-40,nein,ledig,nein,Dienstag,>17 Uhr,10 - 25 km,3200-<4500,0,648,0,10,33,147,66,158,0,0,53,0,240,0,186,0,0
m,18-30,nein,ledig,ja,Mittwoch,<10 Uhr,< 10 km,3200-<4500,> 5,278,0,0,44,0,0,0,0,0,70,63,0,12,0,48,0
m,>60,ja,ledig,ja,Freitag,>17 Uhr,< 10 km,2000-<3200,0,78,0,0,0,24,54,160,0,0,0,0,0,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,1000-<2000,> 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m,>60,ja,ledig,ja,Samstag,10-12 Uhr,10 - 25 km,<1000,0,268,144,10,0,0,0,0,0,0,0,0,114,0,0,0,0
m,31-40,ja,ledig,ja,Donnerstag,<10 Uhr,> 25 km,2000-<3200,> 5,144,0,3,19,0,22,0,0,0,0,0,141,0,0,0,0
m,51-60,ja,ledig,ja,Samstag,12-14 Uhr,10 - 25 km,3200-<4500,> 5,545,0,2,17,0,114,60,0,0,0,138,0,99,0,60,0
w,18-30,ja,ledig,ja,Samstag,14-17 Uhr,< 10 km,3200-<4500,> 5,423,0,6,8,0,24,273,0,0,102,0,0,42,0,0,0
w,31-40,nein,Partnerschaft,ja,Montag,12-14 Uhr,< 10 km,1000-<2000,> 5,142,25,0,18,99,0,174,0,103,0,0,0,0,0,0,0
w,18-30,nein,ledig,ja,Montag,>17 Uhr,10 - 25 km,1000-<2000,1 bis 5,418,0,3,4,0,8,0,10,0,0,0,405,0,0,0,0
m,>60,nein,Partnerschaft,ja,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,0,366,79,8,39,50,99,297,0,45,0,0,156,0,0,0,58
m,18-30,nein,Partnerschaft,nein,Freitag,10-12 Uhr,< 10 km,>4500,0,329,0,6,3,117,28,111,0,161,0,0,165,1,0,0,0
m,31-40,nein,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,1000-<2000,> 5,125,0,3,20,0,0,0,0,0,32,0,0,0,0,0,0
w,31-40,nein,Partnerschaft,nein,Donnerstag,>17 Uhr,< 10 km,2000-<3200,> 5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,51-60,nein,Partnerschaft,nein,Dienstag,10-12 Uhr,< 10 km,1000-<2000,0,156,0,0,0,0,48,0,0,0,0,0,63,45,0,0,0
m,18-30,ja,Partnerschaft,nein,Samstag,14-17 Uhr,> 25 km,2000-<3200,1 bis 5,521,0,0,0,0,0,0,0,0,48,105,174,74,0,22,78
m,31-40,nein,Partnerschaft,nein,Samstag,>17 Uhr,< 10 km,2000-<3200,> 5,267,0,6,22,0,32,0,0,0,89,0,172,0,0,0,0
m,31-40,nein,Partnerschaft,ja,Mittwoch,14-17 Uhr,10 - 25 km,2000-<3200,> 5,494,0,4,10,0,38,0,96,0,0,0,354,0,0,0,0
m,51-60,nein,Partnerschaft,ja,Donnerstag,12-14 Uhr,10 - 25 km,3200-<4500,1 bis 5,216,0,0,0,0,0,0,0,0,177,0,0,39,0,0,0
m,31-40,nein,Partnerschaft,ja,Dienstag,12-14 Uhr,< 10 km,3200-<4500,> 5,1000,0,0,36,38,70,53,0,90,86,108,642,56,0,48,0
m,>60,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,3200-<4500,0,77,0,6,7,0,0,0,0,0,0,0,0,0,30,11,0
w,31-40,nein,Partnerschaft,ja,Mittwoch,14-17 Uhr,10 - 25 km,<1000,0,240,0,0,0,0,0,0,0,0,87,0,0,0,0,0,153
w,31-40,ja,Partnerschaft,ja,Dienstag,>17 Uhr,10 - 25 km,3200-<4500,1 bis 5,127,0,7,24,68,0,0,0,146,52,0,0,0,0,0,0
m,>60,ja,ledig,nein,Mittwoch,>17 Uhr,10 - 25 km,1000-<2000,> 5,675,231,9,4,0,75,0,0,0,47,72,333,30,0,111,0
w,31-40,ja,Partnerschaft,ja,Samstag,12-14 Uhr,> 25 km,1000-<2000,1 bis 5,56,0,0,0,56,0,70,0,0,0,0,0,0,0,0,0
w,18-30,nein,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,2000-<3200,1 bis 5,133,0,9,0,0,0,0,0,0,0,0,0,0,124,0,0
m,>60,nein,ledig,nein,Montag,14-17 Uhr,10 - 25 km,1000-<2000,0,360,80,0,0,78,0,48,0,0,140,0,0,0,0,62,0
m,18-30,ja,ledig,nein,Freitag,<10 Uhr,< 10 km,3200-<4500,> 5,106,0,0,0,0,0,0,0,0,90,0,16,0,0,0,0
m,31-40,ja,Partnerschaft,ja,Mittwoch,>17 Uhr,10 - 25 km,<1000,> 5,166,0,12,21,22,15,255,0,175,0,0,0,0,0,90,0
m,31-40,ja,ledig,ja,Dienstag,14-17 Uhr,< 10 km,1000-<2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,650,0,24,0,0,16,0,0,0,108,0,87,17,414,0,0
m,51-60,ja,Partnerschaft,nein,Dienstag,10-12 Uhr,< 10 km,2000-<3200,0,106,0,4,0,0,42,0,0,0,94,102,0,0,0,22,0
m,31-40,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,> 25 km,1000-<2000,0,163,0,15,0,0,22,0,0,0,44,0,104,0,0,0,0
m,51-60,nein,Partnerschaft,nein,Donnerstag,>17 Uhr,10 - 25 km,2000-<3200,0,246,0,9,0,0,144,0,0,0,0,90,105,42,0,0,0
w,18-30,nein,Partnerschaft,nein,Mittwoch,<10 Uhr,< 10 km,<1000,1 bis 5,218,9,0,0,0,0,88,0,0,50,0,0,60,11,0,0
w,51-60,ja,ledig,ja,Dienstag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,232,0,3,0,87,0,276,0,0,0,0,0,84,0,58,0
m,18-30,nein,Partnerschaft,ja,Samstag,14-17 Uhr,< 10 km,2000-<3200,> 5,358,0,10,0,0,34,0,0,348,0,0,0,0,0,0,0
w,51-60,nein,ledig,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,> 5,429,186,27,10,86,60,132,0,40,88,0,0,0,0,0,0
w,31-40,nein,ledig,nein,Dienstag,14-17 Uhr,< 10 km,2000-<3200,0,208,82,0,18,45,0,219,0,0,0,0,0,63,0,0,0
m,18-30,ja,Partnerschaft,ja,Donnerstag,10-12 Uhr,< 10 km,2000-<3200,0,572,0,9,21,0,38,0,0,0,0,0,140,96,327,0,0
m,>60,ja,Partnerschaft,ja,Montag,>17 Uhr,10 - 25 km,3200-<4500,> 5,121,0,0,0,0,0,111,0,0,10,0,0,0,0,0,0
m,18-30,nein,ledig,ja,Freitag,>17 Uhr,10 - 25 km,2000-<3200,> 5,652,32,0,0,126,0,240,0,135,234,128,0,0,309,153,0
m,18-30,ja,Partnerschaft,ja,Freitag,>17 Uhr,< 10 km,1000-<2000,> 5,95,0,20,30,35,81,198,0,129,0,0,40,0,0,0,0
m,41-50,ja,ledig,nein,Freitag,<10 Uhr,< 10 km,1000-<2000,0,416,0,0,0,81,0,0,0,0,124,201,92,42,0,21,0
w,18-30,ja,Partnerschaft,nein,Montag,>17 Uhr,< 10 km,>4500,0,424,0,6,48,0,21,0,0,0,357,12,369,12,0,78,0
m,31-40,nein,ledig,ja,Freitag,10-12 Uhr,< 10 km,3200-<4500,0,621,148,10,30,0,36,0,0,0,46,0,417,0,0,0,0
w,18-30,ja,ledig,nein,Samstag,14-17 Uhr,10 - 25 km,1000-<2000,1 bis 5,372,0,24,11,0,0,0,0,255,72,60,0,33,0,0,0
w,41-50,nein,Partnerschaft,ja,Freitag,14-17 Uhr,< 10 km,1000-<2000,> 5,241,0,8,0,17,15,0,0,0,0,21,150,16,0,138,0
m,>60,ja,Partnerschaft,ja,Freitag,12-14 Uhr,10 - 25 km,1000-<2000,0,657,0,3,27,234,0,0,0,72,10,84,0,0,0,45,0
m,18-30,nein,Partnerschaft,nein,Montag,12-14 Uhr,10 - 25 km,<1000,> 5,212,0,0,0,33,0,276,0,0,74,32,139,8,0,36,0
m,18-30,nein,ledig,nein,Samstag,>17 Uhr,< 10 km,2000-<3200,> 5,181,0,0,0,0,0,0,10,0,84,75,0,0,0,7,0
m,18-30,nein,Partnerschaft,nein,Montag,10-12 Uhr,< 10 km,>4500,> 5,66,0,21,13,0,8,0,0,0,0,0,0,0,0,0,0
m,31-40,ja,ledig,ja,Dienstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,696,0,0,0,52,108,0,111,166,116,124,0,3,240,102,0
w,31-40,ja,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,370,0,16,7,0,39,0,0,0,0,0,310,0,0,0,0
m,>60,nein,ledig,nein,Freitag,10-12 Uhr,< 10 km,3200-<4500,0,419,152,0,0,132,0,116,0,0,0,45,0,10,0,0,0
w,>60,ja,Partnerschaft,ja,Dienstag,<10 Uhr,< 10 km,2000-<3200,1 bis 5,578,0,14,38,0,0,0,0,0,102,0,462,0,0,0,0
w,18-30,ja,ledig,ja,Freitag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,306,0,0,11,29,0,0,0,104,129,0,0,0,0,0,0
m,18-30,nein,Partnerschaft,ja,Samstag,10-12 Uhr,> 25 km,3200-<4500,0,623,0,18,0,30,31,0,0,274,0,0,192,0,0,0,369
w,18-30,nein,Partnerschaft,ja,Dienstag,<10 Uhr,10 - 25 km,<1000,0,263,108,0,0,69,0,56,0,248,78,86,0,0,0,41,0
m,51-60,nein,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,46,0,18,15,28,90,198,0,171,0,0,0,0,0,0,0
m,51-60,ja,ledig,ja,Mittwoch,>17 Uhr,< 10 km,2000-<3200,> 5,459,0,12,0,0,56,0,0,0,213,0,234,0,0,0,0
m,41-50,nein,ledig,nein,Samstag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,326,0,0,11,0,0,0,0,0,122,0,100,93,0,0,0
w,>60,ja,Partnerschaft,ja,Samstag,<10 Uhr,> 25 km,2000-<3200,> 5,367,0,0,0,104,0,107,0,222,103,123,0,0,0,72,0
m,31-40,ja,ledig,nein,Dienstag,10-12 Uhr,< 10 km,>4500,0,177,0,0,0,0,0,132,0,0,0,0,0,45,0,0,0
m,18-30,nein,Partnerschaft,ja,Samstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,175,0,10,0,0,0,0,27,0,273,124,0,0,0,78,0
m,18-30,ja,Partnerschaft,nein,Montag,12-14 Uhr,10 - 25 km,>4500,> 5,183,0,0,0,0,0,0,0,0,86,0,76,21,0,0,0
m,51-60,nein,ledig,ja,Montag,>17 Uhr,< 10 km,<1000,1 bis 5,148,0,0,0,23,9,189,0,0,88,0,0,28,0,0,0
w,18-30,nein,Partnerschaft,nein,Donnerstag,>17 Uhr,> 25 km,2000-<3200,1 bis 5,226,0,7,0,15,108,61,0,306,0,0,177,0,0,0,0
m,41-50,ja,ledig,ja,Freitag,>17 Uhr,< 10 km,2000-<3200,0,191,0,6,10,0,39,0,0,0,31,0,154,0,0,0,0
w,18-30,nein,ledig,nein,Samstag,10-12 Uhr,< 10 km,1000-<2000,1 bis 5,409,0,24,14,118,0,74,0,198,0,0,0,0,267,0,0
m,>60,nein,Partnerschaft,nein,Freitag,<10 Uhr,10 - 25 km,1000-<2000,1 bis 5,391,0,0,0,16,48,198,0,0,0,0,318,9,0,0,0
w,>60,nein,ledig,ja,Donnerstag,14-17 Uhr,< 10 km,1000-<2000,1 bis 5,185,0,21,10,0,30,0,0,0,24,0,131,0,0,0,0
w,18-30,nein,ledig,ja,Dienstag,10-12 Uhr,< 10 km,2000-<3200,> 5,355,183,0,0,0,0,0,0,0,42,92,54,16,0,39,0
m,41-50,nein,Partnerschaft,ja,Freitag,14-17 Uhr,< 10 km,2000-<3200,> 5,708,0,0,24,0,0,399,0,0,0,140,0,0,0,27,74
m,>60,ja,Partnerschaft,ja,Freitag,10-12 Uhr,< 10 km,3200-<4500,1 bis 5,201,0,0,0,0,0,0,0,0,164,114,0,0,0,147,0
m,31-40,nein,Partnerschaft,ja,Mittwoch,>17 Uhr,> 25 km,>4500,1 bis 5,469,0,5,36,96,0,219,0,291,114,46,201,0,0,8,0
w,41-50,ja,ledig,ja,Donnerstag,12-14 Uhr,10 - 25 km,<1000,> 5,222,0,6,20,0,30,0,0,0,0,68,0,12,0,22,112
m,>60,nein,ledig,nein,Dienstag,10-12 Uhr,< 10 km,2000-<3200,> 5,51,0,24,30,0,51,0,0,0,0,0,8,19,0,0,0
w,>60,ja,Partnerschaft,ja,Samstag,>17 Uhr,< 10 km,1000-<2000,> 5,183,0,6,39,0,65,0,0,0,74,84,0,0,0,0,0
w,18-30,nein,Partnerschaft,ja,Samstag,>17 Uhr,> 25 km,<1000,1 bis 5,530,0,6,48,44,19,0,0,46,0,0,298,0,148,0,0
m,18-30,nein,Partnerschaft,ja,Freitag,12-14 Uhr,> 25 km,1000-<2000,> 5,162,0,18,3,49,9,52,0,399,39,0,0,56,0,0,0
m,18-30,nein,Partnerschaft,nein,Montag,<10 Uhr,< 10 km,<1000,1 bis 5,307,0,10,0,112,72,0,0,333,315,15,0,26,0,27,0
m,41-50,ja,Partnerschaft,nein,Dienstag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,104,0,0,0,104,0,156,0,0,0,0,0,0,0,0,0
w,31-40,ja,ledig,ja,Samstag,10-12 Uhr,10 - 25 km,1000-<2000,0,122,0,0,0,90,0,225,0,98,0,0,0,32,0,0,0
m,18-30,nein,Partnerschaft,ja,Freitag,10-12 Uhr,10 - 25 km,>4500,1 bis 5,149,0,4,27,40,18,38,0,10,0,0,105,0,0,0,0
w,51-60,ja,Partnerschaft,ja,Dienstag,14-17 Uhr,10 - 25 km,2000-<3200,1 bis 5,532,198,0,36,57,0,0,0,177,159,0,0,0,0,82,0
m,>60,nein,ledig,nein,Samstag,10-12 Uhr,10 - 25 km,2000-<3200,> 5,330,0,0,0,100,0,70,0,190,80,68,0,0,0,69,0
m,41-50,nein,ledig,nein,Samstag,14-17 Uhr,< 10 km,1000-<2000,> 5,781,0,0,0,0,0,0,0,0,0,75,465,0,0,0,58
m,>60,nein,Partnerschaft,ja,Dienstag,>17 Uhr,< 10 km,3200-<4500,1 bis 5,370,0,12,0,0,28,0,0,0,81,0,0,20,0,0,237
m,18-30,nein,Partnerschaft,ja,Freitag,<10 Uhr,< 10 km,1000-<2000,1 bis 5,244,0,6,18,0,39,0,0,108,0,0,0,114,0,0,0
w,18-30,ja,ledig,nein,Freitag,>17 Uhr,< 10 km,>4500,0,178,0,5,18,38,0,204,0,0,184,57,0,0,0,0,0
m,>60,nein,Partnerschaft,nein,Montag,10-12 Uhr,< 10 km,<1000,1 bis 5,363,0,7,0,81,0,83,0,327,0,0,170,0,0,105,0
w,31-40,nein,Partnerschaft,ja,Samstag,>17 Uhr,10 - 25 km,2000-<3200,1 bis 5,515,0,16,7,0,21,108,0,0,0,0,210,0,0,27,154
m,31-40,ja,Partnerschaft,ja,Donnerstag,>17 Uhr,< 10 km,>4500,> 5,196,0,0,11,0,0,0,117,0,0,0,0,0,0,0,68
w,31-40,ja,Partnerschaft,ja,Freitag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,348,0,15,0,40,74,0,0,0,0,0,242,0,0,0,0
m,>60,nein,Partnerschaft,ja,Donnerstag,10-12 Uhr,10 - 25 km,1000-<2000,> 5,654,0,4,0,42,56,0,0,36,0,168,206,0,107,26,0
m,>60,nein,ledig,ja,Montag,10-12 Uhr,< 10 km,2000-<3200,0,581,0,6,0,0,13,0,0,164,0,0,411,0,0,0,0
w,18-30,ja,Partnerschaft,ja,Donnerstag,10-12 Uhr,10 - 25 km,1000-<2000,0,270,0,21,38,0,0,0,0,0,138,0,0,0,108,0,0
m,31-40,ja,ledig,ja,Samstag,<10 Uhr,< 10 km,<1000,> 5,169,0,21,0,0,78,0,0,0,46,0,102,0,0,0,0
m,31-40,nein,Partnerschaft,nein,Samstag,14-17 Uhr,10 - 25 km,<1000,> 5,304,0,30,9,68,0,213,0,0,14,177,0,29,0,58,0
